User Name,Review,Rating
cinephile-007,"John wick chapter 4 has everything an action flick has to offer. The movie runs almost 3hrs and you wouldn't be able to take your eyes off for even a minute.

Bill skarsgard was a nice addition to an already perfect casting. Especially Donnie yen stood out of all the others. Also Shamier as Mr. Nobody was fun to watch.

As for the fight sequences, Keanu Reeves has given his everything to it and it reflects well in the film.

Another standout thing is the cinematography of the movie. It has some brilliant shots especially the final duel has amazing cinematography.

Overall John wick chapter 4 is undoubtedly one of the best action movies ever made and will be an absolute treat for the fans.",8
Saoustou88,"This film is unmatched, unparalleled and out-skills any action film ever made in the history of cinema...it is in a category of its own. Keanu Reeves is a martial arts badass menace. John Wick Chapter 4 needs no introduction and there are literally NO WORDS to describe the masterpiece that I have just witnessed in the cinema. Which is the only way to see this and do it justice. Part 1 was insane and Chapter 2 was crazy amazing, but I actually skipped Chapter 3 as Halle was very boring in the first hour. However I knew with Bill Skarsgaard as the villain, the Swedish actor known for IT, that this should not be missed as dude can act. Well Lo and behold nothing prepared me for the fight scenes, the BODY COUNT, the 99 lives of John. Donnie Yen is amazing end of story. Keanu is everything. And the cinematography and the locations in Europe are breath-taking...like I watched the most beautiful dream. Lord Jesus Christ the Berlin club scene. The fight sequence on Paris's Arc de Triomphe, speechless. Let's just say that Chad Stahleski gave us violence with a capital V in its most artistic form. He's the Michaelangelo of cinema. Deepness, love, fear and fatigue. Remember the insane fight scene on motorbikes in 2017's The Villainess, a messy Korean revenge masterpiece? Well ALL of John Wicks fight scenes are this but on steroids. Respect and Rest in Peace Lance Reddick.",10
DoNotComeToTheCinemaDepressed,"Ok, You Gotta End This Franchise now, After the Action Scenes in this, there's no possible way to Top the Action Scenes after John Wick 4. The Outlandish And Super Cool Characters, that Ending 👌. This was it.

Things I liked about John Wick 4 -

1. The Cinematography, Lighting and Costume Design were Beautiful to Look At.

2. The Dragons Breath Birds Eye View Scene was Very Good.

3. The Circular Gun Drive-By Car Scene was Astonishing to Watch and was Such a Good Scene.

4. The Circular Fights with Cars Driving By was Also a Good Part of That Scene.

5. The Blind Guy, at times, has Some insane Hand Speed with that Sword and Fists.

6. The Staircase Scene was Ridiculous but it was Shot Beautifully and Again, it Was Fun.

7. I really liked the Gold Teeth Purple Suit Guy and the Poker Game they Had.

8. The Main Boss Was Solid.

9. The Right Hand Man was on another Level. Such a Badass and Super Cool.

10. The Russian Woman was Dripping with Coolness, The Raven Slick Back Hair, The Neck Movements and Mannerisms, the Beautiful Jewellery, She was Super Cool

11. The Club Fight Scene was Ridiculous but it Looked Good. Again this Movie Felt like a Show.

12. I didn't Know how they would end the Third Act. The way The Ending Duel Panned Out, and the Laugh from ""Mr Nobody"" was a Nice Touch. 👌

13. Some of the Fist Fights and Combat Fights were Good. Some Great Hand Speed 👍

14. The Sound Design in the Combat was Really Good.

Overall, John Wick 4 is a Moments Based Symphony, Sort of like a Show, it has Some Good Combat, Good Action, and at Times Amazing Action and a Couple of Astonishing Moments, Specifically the Circle Drive-By Gun Scene from Wick.",10
Prismark10,"This is the longest John Wick movie, it's probably also the best and the one with the bigger budget.

In Chapter 4 the Marquis de Gramont (Bill Skarsgård) is out to get anyone helping John Wick (Keanu Reeves.) Bad news for Winston Scott (Ian McShane) as his Continental hotel in New York is destroyed.

In Japan, a blind assassin Caine (Donnie Yen) is sent by the Marquis to deal with Shimazu (Hiroyuki Sanada) who is shielding Wick at the Osaka Continental.

Wick has no option but to take the fight to the Marquis. A duel in Paris for his freedom and for Winston to get his new Continental.

There are breathtaking action scenes, maybe even to make John Woo envious. Some of it is inspired by video games shoot em ups.

Chapter 4 borrows from many other movies. The opening is a homage to Lawrence of Arabia and could had been cut. Fishburne's meeting with Wick is pure Q from the Bond films. Some of the action scenes are Kill Bill. The gangs chasing Wick for the increased bounty broadcast on radio. That was straight out of The Warriors.

If there was one big criticism. Surely someone could had told John Wick. The fastest way to get to the Sacre Coeur is not to be dropped off in front of the Eiffel Tower!",7
paul_haakonsen,"Well, of course I had to sit down and watch the 2023 movie ""John Wick: Chapter 4"" from director Chad Stahelski, as I have thoroughly enjoyed the previous three movies.

Writers Shay Hatten, Michael Finch and Derek Kolstad put together a good enough storyline. Well, with this being a ""John Wick"" movie, then of course you know that the narrative is not really the driving force here, it is the abundance of action. The storyline is fairly okay, take it for what it is, and just enjoy the action.

And an abundance of action there was to be seen in ""John Wick: Chapter 4"", that was for certain. Maybe even a bit too much actually, because running at 169 minutes, it was a long, long movie. And it was getting a bit tedious towards the last 30 minutes or so to sit through. I mean, even while the action sequences are nicely choreographed and feels like a nicely orchestrated dance sequence, then it got repetitive to watch John Wick waltz almost unscathed through hordes of gunmen and putting one bullet in the head of one after another. Don't get me wrong, it was definitely good entertainment, and I was genuinely entertained, but the movie was long.

""John Wick: Chapter 4"" has a good cast ensemble. Of course it is nice to see Keanu Reeves return to the role of John Wick, and he was joined by other returning actors such as Laurence Fishburne, Lance Reddick and Ian McShane. The movie also have some nice performances and appearances by the likes of Clancy Brown, Donnie Yen, Bill Skarsgård, Shamier Anderson and Hiroyuki Sanada. Now, Bill Skarsgård was an interesting choice for the main villain in ""John Wick: Chapter 4"", and he did a good job, though his attempt of a French-English accent was a bit all over the place.

Visually then ""John Wick: Chapter 4"" is quite good, as it has been throughout all of the previous movies as well. I was especially pleased with the sequence that took place inside an old building where you see the action from a bird's view, top-down. That was such a blast of a sequence.

This is an action movie, first and foremost. And you are in for a treat of action, because ""John Wick: Chapter 4"" is nearly 169 minutes of non-stop action. Don't think realism into the picture when you sit down to watch this movie, because realism is way out the window. Just lean back, have your snacks ready and enjoy the non-stop action roller coaster.

I was genuinely entertained by the movie, I will say that, though the movie could have benefitted a bit from a more extensive trim in the editing room.

All in all, a good fourth movie in a very enjoyable franchise all together. My rating of ""John Wick: Chapter 4"" lands on a seven out of ten stars. The movie is worth an eight star rating, but the long playtime sort of felt like an anchor around the overall enjoyment of the movie, and thus drags it down to a seven star rating for me.",7
kristof-van-den-bosch,"First one was good, 2nd was better and really good. Third was the best, so I thought, it's going the right direction.. I couldn't be more wrong.. First of all, what made the previous movies so great and especially the third one, was the details in the action scenes were so accurate.. All of the sudden in the beginning of the hotel in Japan, John wick kept shooting without reload, until he was alone there doing the shooting..? At the end as well.. 21 bullets in his gun. It seemed more.. Also again in so many movies lately, why exagérating so much and making scenes so long, especially during some dialogues.. You know what they're gonna say or what's coming.. And when he fell down the stairs at the end. That was so over the top and unnecessary and so unrealistic.. He had 8 minutes to climb those 222 steps or so, whilst kicking everybody's ass. 3 minutes to go and down he goes all the way to the bottom and start over, crawl back up, little dialogue with Donnie y'en and make it both in time..?? The director said he had to make movie this long to tell the story. That's not true at all. Story wise, it had no positive effect. He just put in more and longer action scenes.. Total let down when you compare it the previous movies. And very predictable also at some times.. This movie wasnt worth waiting so long and definetly not my money..",1
jacksongaming-80094,"John Wick Chapter 4 is a love letter to action film-making and every action cinema lovers wet dream. The cinematography is oscar worthy, the neo-noir genre has never looked better on the big screen as the bold and vibrant colours makes each scene of this film a bold underlined statement that what you are experiencing is something special.

The action choreography utilizies 100% of each and every set design used in the film to incorporate drama, thrill and also comedy. This movie has everything you could ever ask for - guns, knifes, nunchucks, katanas, martial arts, cars, flamethrowers, bare hands etc. The stuntwork is jaw-dropping and adrenaline inducing, specially a stunt that was performed on a staircase on the later half of the film, left me wondering how did the stunt coordinator get that Tom Cruise-level life threatening stunt greenlit.

But what truly makes this story special are the characters and the drama surrounding them as they manoeuvre their way through this twisted world of crime where each person is their only friend. There are a lot of new characters introduced and none of them feel throwaway as each and everyone of them bring something new and exciting to the table and moves the narrative forward. And the centre of this narrative, Keanu Reeves who plays John Wick, a loving husband proves once again why his contribution to this role will be remembered forever as something that revolutionalized action film-making.

This was the one of the most satisfying experience I ever had inside a movie theatre and it leaves you with the question that how many times are you going to return to experience this once in a lifetime masterclass in action film-making.

10/10 - John wick Chapter 4 is a a modern day classic.",10
carloscampo-52232,"Probably the benchmark modern action movie that every other would aspire to look up to from now on. From the cinematography to the soundtrack, this is truly on another level. The story is gripping and the ending is really satisfactory.

It is remarkable how tight the dialogue is. Like really tight, no unnecessary word is spoken by our main character. And yet the movie is clear to follow through, with the motivations, emotional toll and stakes of each character being clear to the audience.

Surely no movie is perfect and there are details that could be better for the perfectionist, but this is action to the next level. Exiting for the future of action movies that might try to match or improve on this one.

This movie is truly a must see!",10
bn229,"The ending of 'John Wick: Parabellum' (a.k.a. Chapter 3) promised a few important things. And it is pretty clear that the makers of Chapter 4 have not delivered on those promises.

First, we saw no real plan from John Wick or Winston or The Bowery King (Lawrence Fishburn) to take on The High Table or The Elder. A couple characters (Winston being one of them) actually point this out, and John Wick's only answer is, ""I'm going to kill them."" But that doesn't solve his problem: the High Table isn't just going to stop.

Second, i was IMMENSELY disappointed that Lawrence Fishburn did not have a more central role in this chapter. The ending of Chapter 3 suggested that this vendetta and war against the High Table was as much his as it was John Wick's. It would certainly have made for a far more interesting plot to have the Bowery King's forces join with his royal counterpart in Paris or Berlin or Osaka or wherever in order to fight The High Table.

And lastly, the fight scenes were quite ... well, boring. Just the same shoot-shoot-shoot, thrust, stab, flip enemy over shoulder, shoot or stab until dead. Then repeat ad nauseum.

Also, John Wick is not a superhero with mutant superpowers. When he falls 30 feet and lands hard on his midsection, he should be hurt. Badly. Or even be dead. His ability to keep getting up and never get get hit by a bullet just seemed contrived and sloppy.

I had hoped for a bigger and cleverer send-off for this story.",5
marwinsingh-30063,"There is no denying that John wick series will become an classical masterpiece in future.. If you've seen previous 3 films you then you should know what to expect.. Keanu Reeves is back again legendery hitman aka Baba Yaga who'll stop at nothing to earn his freedom and defeat high table and seeing him doing that will give you an unforgettable cinematic experience.. For 3 hrs I was lost in this epic world that director Chad Stahlski has created for this story, Keanu Reeves is already an action icon, rest of cast has also done a perfect job.. Action choreographer and stunt team deserves an Oscar for their effort which lead us to some of the best fight scenes and action sequences ever played on big screen.. Cinematography is also very beautiful, dark and neon filled visulas just enhance the experience of story there is also some drama and emotional moments in this story but main aspect of this film is out of the world action.. There is a unique over the head camera action scene which is best part of this movie, Donnie yen is also great here proving again that he is one of the best action stars of Asian cinema, Scott Adkins is also done a surprisingly great scene which I was not expecting because he usually play hardcore fighter in his movies here he is hilarious and his look is different.. From start to finish JW 4 is an action ride which gets better and better each passing minute, 3rd act will keep you edge of your seat, last 45 to 50 minutes were some of the best action sequences I've ever seen in my life and I've seen thousands of films from every genere from all over the world cinema industries so i know a good action scene when I see it and believe me this was something I've seen first time in my life.... Overall don't miss this film if you're fan of action movies and if you're an Baba Yaga fan like me then just go for it to experience it on big screen with Dolby atmos sound you'll spend a quality time....

AN MODERN ACTION MASTERPIECE.. 10/10 ..",10
Steve9920,"Thats the way i am watching this movie..like I eat a box of maltesers. I love maltesers, but its a case of diminishing returns. First few are mmmmm! Then gradually they are just a sickly mush in your mouth. So stop!! Come back to them and enjoy the next few, repeat until finished.

Thats how this movie should be experienced. After 50 mins I just got tired of the repetitive fight scenes, came back next day and watched afresh the next 40 mins, repeat until finished.

Visuals are great, nicely set scenes are interesting and colourfully rich in red, greens, blues, shadows and neons. Throbbing score is effective and well suited to the visuals, very satisfying.

Plot is, well? Its John Wick. Dialogue is sparse and mostly without satisfactory meaning, apart from a couple of almost Philosophical utterings. Too many characters, some effective, some bland to stupid.

Watch it, but remember to brush your teeth afterwards.",5
steverice-12942,"ALL reality must be suspended for this totally unbelievable film. Can't believe I wasted and of my precious time on this trash. The fight scenes were well choreographed, however that's all the film is, just one fight after another with Reeves surviving clearly unsurvivable situations, to the point where the audience was just laughing. If it is meant to be a comedy, then it isn't that funny, it this is not a film that you can take seriously either!!

Won't be watching any more Wicks films, that's for sure. Highly disappointing trip to the cinema, which in any event is rare these days, as so many films are below par.",1
annapoulantzas,"Well, yes, Keanu might be the nicest guy in Hollywood, but this movie is just a shallow, sometimes darkly humoresque, cartoonish, modern fable that fits well with equally shallow times... It is entertaining, though. In this age of boring democratic and relatively peaceful life people are thirsty for violence, revenge and gore, so our natural and primitive animal instincts can get satisfied. This chapter is probably the weakest, by the way. It feels extremely repetitive. I had to rewatch the trailer to make sure I was not going to pay for the same movie I had already watched. Hopefully it will be the last of the franchise, unless they find a way to come up with a radical new idea that can save it.",4
fisher-31087,"Overall, I enjoyed what the film had to offer, if you're looking for a few hours where your brain is turned off this is ideal. That being said this is easily the weakest of the saga, the plot is now complete and utter nonsense, disbelieved suspended or not. The new characters that are brought in really don't have any memorable qualities and sorry to say the action scenes (whilst still excellent) don't have the same fluidity or feeling of weight as the first 3, Keanu puts an admirable show on but I think it's safe to say his age is now catching up with him.

All in all it's a hard film to critique, if you like John Wick let's face it you're going to watch it and you won't be disappointed by what you find, you just need to turn of any ounce of common sense you have whilst you watch John single handily murder half of France.",6
MAD_PIGE0N,"John Wick: Chapter 4, while delivering on its signature high-octane action sequences, ultimately falls short of its potential. The film's mediocrity stems from several key factors that hinder its ability to stand out in the crowded landscape of action cinema.

One of the main drawbacks of the movie is the titular character himself. John Wick, played by Keanu Reeves, is undeniably an iconic figure in modern action films. However, in this installment, his persona becomes excessively overexaggerated. Gone are the nuances and complexities that made Wick intriguing in the earlier films. Instead, we are presented with a one-dimensional killing machine devoid of any genuine character development.

Moreover, the inclusion of the blind Japanese adds to the film's downfall. Unfortunately, this character serves as nothing more than a caricature, relying on outdated stereotypes that have long plagued Hollywood. It is disheartening to witness such regressive choices in a supposedly progressive era of filmmaking.

Furthermore, John Wick: Chapter 4 suffers from an excessive reliance on old Hollywood stereotypes and cliches. From the predictable plot twists to the recycled dialogue, the film fails to break new ground. Instead, it falls into the trap of rehashing worn-out tropes that have become all too familiar to audiences. This lack of originality hampers the overall impact of the story, leaving viewers with a sense of disappointment.

While the film does boast impressive action sequences, they cannot compensate for its inherent flaws. The choreographed fight scenes may be visually appealing, but they fail to add depth to the narrative or provide a fresh perspective on the genre. They simply serve as flashy distractions that do little to elevate the overall quality of the film.

In conclusion, John Wick: Chapter 4 falls short of expectations due to its overexaggerated protagonist, the inclusion of a poorly developed character relying on stereotypes, and an excessive reliance on tired Hollywood cliches. Despite its visually captivating action sequences, the film lacks the substance and originality necessary to make a lasting impact. Ultimately, it settles for mediocrity, leaving viewers yearning for a more innovative and thought-provoking cinematic experience.",N/A
ThironthoramDude,"Although this latest installment was a tad bit longer than the rest of these movies in the series it was every bit worth it. With the introduction of a few martial arts Legends the movie took the series to the next level.

The creative Geniuses behind some of those long single shot fight sequences deserves a hats off. A couple of them really stand out. One overhead shot of John Wick running from room to room fighting his enemies And the other with John Wick, Donny Chen and group fighting in a room filled with art pieces made of bulletproof glass.

The climax was one to behold as well.

On the whole it was a fun John Wick experience with a lot of entertaining fight sequences that makes it worth your money and time. And if you are a John Wick fan, this was what you were waiting for, and it's not going to disappoint you.",9
juraj-jerkovic,"Well thats what john wick movies are. If you find it fun to watch a lot of shooting and fighting these are your movies. I watched it with my teenage son. Went out of the theater twice during the movie to get some popcorn and a go to the toilet. Did it deliberatley during the fight scenes. Didnt feel like I missed anything. Wick rolling down the stairs reminded me of Neymar. How dumb and boring was that. Before that, he fell from a 5th floor to the street and got up without problem. Even my son found that to be too much. The New York Russians appear to be in a Catholic church. Baba Jaga they keep refering to is not the bogeyman. Its an old woman, thats what baba means. Something like a witch. But whatever. The good thing in the movie are some colorful protagonists. I cannot but think these people giving 10 stars have a vested interest to do so.",6
tigervilja,"I watched this at Imax and actually considered leaving the theater before the movie was long over. It felt ridiculous, the fighting scenes were so badly done in that Keanu was great in them,as well he was great in the movie, but ALL opponents and people around Keanu were so badly coreographed, not only once but sooo many times the opponents were just ""waiting around"" until Keanu turned around and expedited them. I know this is make-believe but some semblance to reality would have been appreciated. What bad guy in real life does not attack the hero from the back until he turns around, thats when they move. All the other Wick movies surpass this one. The action int eh first and especially the second movie were soo good. These high ratings the movie is getting is unfathomable to me.",1
FilmInPerspective,"If you're a fan of the John Wick franchise, you're in for a treat! The fourth installment of this iconic action-packed series is a wild ride that will leave you breathless from start to finish.

Without giving too much away, this movie picks up where the last one left off and takes the audience on a rollercoaster of non-stop action and heart-pumping excitement. Keanu Reeves once again delivers a stunning performance as the titular character, and the supporting cast, including newcomers to the series, really shine.

One of the things that makes this movie stand out is the incredible attention to detail in the fight scenes. The choreography is impeccable and the cinematography captures every moment in stunning detail. And let's not forget the epic soundtrack that perfectly complements the action on screen.

But it's not all about the action - this movie also has heart. There are some truly emotional moments that will tug at your heartstrings and add depth to the characters you've grown to love.

Overall, John Wick Chapter 4 is a must-see for anyone who loves action movies or just wants a thrilling ride at the cinema. Don't miss out on this adrenaline-fueled adventure!

Fun fact: This movie features more than 20 minutes of new fight choreography, making it the longest fight sequence in the franchise so far! 💪🏼",9
Dunkaccino,"If you're gonna see one action movie this year, make it John Wick Chapter 4, a non-stop action picture with the most dramatic lightning and the classiest setting. In this sequel, everyone wears expensive suits, equipped with high-tech weapons. The action sequences defy logic, physics, and human capacity.

Keanu Reeves is more a killing machine than ever, but his allies and rivals are equally dangerous: Donnie Yen chews up the scenery as a blind assassin, Scott Adkins is the longest lasting villain, an expert in martial arts. Bill Skarsgard never fought (sadly) but has a powerful presence.

My complaint towards the last John Wick movie, Parabellum, is the lack of progress in the story. This one shuts off that criticism completely. There is actual setup and payoff; Yes, all very drawn out in the near 3-hour runtime. But this is the kind of movie that I don't want to stop watching. The pacing is stunningly fast, with some truly beautiful locations (Some really stylish usage of Osaka and Paris). There is such an overload of fight scenes that the non-fight scenes underwhelms by comparison.

Watch John Wick Chapter 4 in theatres for maximum effect; you get to hear swords slash, guns fire, bullets fly, and bodies thud very clearly.",9
Mr-Fusion,"These movies have always outdone themselves, but here we are with an actual ""epic"". John Wick: Chapter 4 continuously punches above its weight with bigger and better ... well, everything. The lighting is better, the staging is more impressive, the fight choreography is absolutely insane. The excess here is the point, and it's never been more satisfying. The entire Osaka sequence feels like a marathon; then he's gun-battling in a speeding Barracuda; and there's even a setpiece built around stairs. The man even fights a guy in traffic.

TRAFFIC!

I freely admit that I'm that guy in the theater that squealed when the nunchucks came out (and they weren't a one-and-done either, he just kept beating people!)

This gave me the ""Top Gun: Maverick"" kind of high; an impeccably-paced three hours of sustained adrenaline. I don't think such enjoyment of bone-crunching violence is normal, but I don't care. This movie was an absolute blast!",9
daveforpm,"This mostly CGI movie with a now and then mumble grunt coming from Keanu Reeves is not a Crime Action Thriller, it's a Fantasy World Comedy, and is an hour too long, and so bullet repetitive it become more boring than bat ****. Is made for very simple thinking and unintelligent movie standards. Pathetic. Struggled to stay, was yarning my head off, there was nothing real about this movie. The many parents in my cinema taking their 10 year old sons to watch this movie, in a state of Australia with record skyrocketing child crime rate in the headlines the past 2yrs, shows you the type of human moronic intelligence enjoying this rubbish.",1
zakyianni-45520,"The culmination of arguably the best action franchise of all time. Keanu Reeves gives an incredible performance as John Wick as always. From the opening scene the film grabs your attention and doesn't let it go. Every fight scene (and there is a lot of them) takes place in the most gorgeous places with stunning almost otherworldly lighting. The cinematography is insanely good and a treat for the eyes. Choosing the action set pieces to take place in Osaka to Berlin to Paris gives the feeling that you as the spectator are being taken on a journey, thereby justifying the almost 3 hour run time. Donnie Yen's character; Cain and The Tracker are instant fan favourites and I'm looking forward to seeing more of them in the future. A fantastic film with a satisfying ending that leaves nothing to be desired. Well done to everyone involved. 10/10.",10
simonjtompkins,"As a massive Wick fan I was really looking forward to this....and yet left thr cinema feeling annoyed and frustrated yet again by Hollywood's obsession with making films an hour longer than they need to be.

There were some beautiful moments in the film. Some of the tight fight moves were off the chart and Reeves athleticism is incredibly impressive.

The card playing scene was pure genius. The overhead cam shot scene in the old building was revolutionary and expertly choreographed. The negotiation for the specifics of the dual was wonderful too.

The idea of a blind assassin was also fresh and the ultimate dual scene was very well handled.

However, much of the rest was so repetitive it became not only boring to watch but irritating. Watching the same gun, knife, roll, fall etc 150 times is just pointless and boring.

The penultimate scene of JW getting up the steps to the dual was painful beyond belief. I mean come on ffs!! We've watched him spend the last half hour moving a mile and kill 200 men...just get there already.

JW 1 was so fresh and new its sad that we have now ended up with an hour of amazing cinema and nearly 2 hours of what looks like a kid playing a first person shooter.

Maybe the US audience love this stuff but for the brits it would be nice if they could edit out about an hour of the repetitive and unbelievable nonsense as it had so much promise and yet fell so short.

Usual problem of studio giving production total freedom to do what they like. Money money money over finished product.",5
paul-52237,"I never go see films on release day, but I thought i'd make an exception for this film as I enjoyed the previous three so much.

This was an incredibly slow film, there was a point about 20 mins in where I thought I was really thirsty and needed a drink, so I went and bought one, came back and it was still the same scene.

The enjoyment seems to have gone, it looked like in previous episodes they thought up the craziest stunts they could - mass motorbike shoot outs, horses being chased by motorbikes and all of these things happened at a relentless pace all through the film. Now everyone's dressed in really fancy clothes, speaking in improbably bad accents and in making strange pseudo mystical comments. Do they hire cheap actors to make the budget work?

It's started to take it self way too seriously. You've seen all the choreographed moves before and the blind guy is just not believable. The amazing sets and cinematography with all the 'buke' backgrounds have all been done in the three previous films.

There is one long fight scene shot from an unusual angle which is the highlight of the film and really stands out, it's about 2/3 of the way through the film - I thought it was the finale, but no there was a lot more to come, but with that they'd peaked too soon. I spent a lot of the dialogue scenes looking at the the theatre roof - you think I was going to miss a key plot point by ignoring the hokey nonsense?

God knows what the 10 star ratings are about.

I'd give JW1 a 9, JW2 and 8, JW3 7.5.",3
paultenhout-140-413150,"A true John Wick fan here. Unfortunately, this is the least of the 4. What I liked about the other 3 was how the close combat was portrayed. 1 is a 9, 2 is a 10, and I give 3 an 8. S if I give 4 a 6. In John Wick 4 it is more in the open and it just doesn't feel the same. The fight scenes are just not as good as in the other movies. It's a decent film, especially the scene with Scott Adkins is good (he steels the show, give this man a spinoff or his own movie), and the scene with the shot from above is awesome. The cinematography is great, but it just doesn't give me the vibe that the other movies had.

However, a must see if you want to get closure for the franchise.",6
kjproulx,"I didn't expect much when John Wick hit theatres in 2014. I was shocked at how much fun I had with that film though and have enjoyed Chapters two and three almost just as much. The action has always been the reason to see these films and Keanu Reeves just being Keanu Reeves? C'mon, it doesn't get much more enjoyable than that. Well, John Wick: Chapter 4 has just hit theatres and it's not just my favourite John Wick film, it's one of my favourite straight-up mainstream action films in years. Here's why, especially if you've enjoyed the previous three, this one is a must-see.

Picking up relatively soon after the events of John Wick: Chapter 3, we see John Wick has pretty much recovered after an impossible feat at the end of that third film. He learns how to get to the High Table and also how he can be freed of being a wanted and hunted man, but new foes and many new armies will stop at nothing to take him down before he accomplishes that task. That's pretty much it for the plot, even though much more happens throughout the film that I will not spoil here. Without wasting any time though, I have to say that this film pulls no punches in its action or story for that matter. This is easily the most intricate story and the greatest action this franchise has given us yet.

At a run time that closes in on three hours, I never felt it. Every 20-30 minutes this film dives into action sequences that last a good 20 minutes each. On top of that, I have to commend the cinematography by Dan Laustsen, because this is some of the best-filmed action scenes I've seen in years. Yes, there are times when it starts to feel excessive, but that's usually right about the time that those sequences are concluding. The action never felt like it overstayed its welcome this time around. The action feels like a lot, but it also feels more sparse due to the long run time.

In the end, John Wick: Chapter 4 does a great job furthering this story, expanding on the mythology, and giving us somewhat of a conclusion to this franchise. I'm not sure where a fifth film could go from here. I've enjoyed the overdone performance by Keanu Reeves throughout the entire franchise and that is only accentuated here. Yes, as most of these films go, I've had issues with the screenplay in terms of the simplistic dialogue, but I honestly feel that it's just intentional at this point and therefore it made me enjoy this one even more. If a silly, well-crafted action flick can be a near-masterpiece, I'll say this comes close, but with a few minor issues. I loved watching this film.",9
jdticktalk,"I understand why this movie is getting 8 stars......it's because all the other movies out there are garbage! That's really not a good reason to give a movie 8 stars but that's the mess we're in today! This movie really is about nothing other than one scene of shooting violence after another.....prompted by an obscure company....supposed rules.....and obscure families competing with one another over nothing. The main character looks like a homeless person in a borrowed suit the entire movie......who can barely utter simple words like a caveman. This character gets attacked and shot at 50,000 times without injury until some silly duel the writers used for a conclusion. What's disturbing is how a dark movie.....purely composed of violence can get this many stars simply for that....and for an actor that belongs in a surfer movie. I give it 5 stars for the stunts, camera work, and animation.....because that's all there is.",5
Paragon240,"John Wick: Chapter 4 is an overwhelming feast of action brilliance! For the entire 2.5-hour runtime, this movie transitions from weapon to weapon, set piece to set piece, and spectacle to spectacle topping anything ever seen. The fight sequences never stop, and their beauty and intricacies drop jaw while breaking jaw. From the scene with the nunchucks to swords to shotguns to hatchets to hand-to-hand - among the greatest, if not the pinnacle, of action choreography. The cinematography creatively showcases each scene and battle, painting the action in bright colors and finding clever angles to keep the action fresh and engaging. As always, Reeves is incredible in the role, but the supporting cast of martial artists helps make this film what it is with experienced actors like Hiroyuki Sanada and Scott Adkins. But the absolute standout is Donnie Yen; his speed and skill are breathtaking as he steals every scene he is in. Unfortunately, despite all of its stunning brilliance, the story takes a lot of shortcuts to wrap up John Wick's story, which disappoints a little. The method to end it all seems like something that would have been mentioned several movies ago. But honestly, who cares? We don't go to a John Wick movie for a deep story. We go for the martial arts and gun-fu, and John Wick: Chapter 4 delivers an unparalleled masterpiece of violence.",9
Momozinho,"Can't believe so many people give this movie 5 and above (so many 10s :/) I honestly loved the 1st JW movie, liked n°2 & 3 but this one, OMG! Just because the movie is filled with action scene doesn't make it a great movie. Honestly it's wayyyyyy too long, the rythm is bad, the John Wick character and arc are uninteresting as hell, other characters are under-developped, too many CGI, and OMG the ending just sucks a** There are some good fight scene in the movie, that can't be denied, but there are also way too many non-sense as well (e.g. The scene in the Berlin club where people keep dancing lik nothing is happening while bullets fly and axes are being burried in heads right and there, come on...). Don't know if this review will be helpful, be just be aware of the false hype. JW4 is not a good movie, sorry.",2
gurumachaz,"There's no spoilers here at all.

But to those who gave classic 7 to 10 stars review rating are obviously ""anything goes for my popcorn"" sort of audiences.

All I'm about to say is simple.

John Wick focuses around a man who wants to get out clean.

But dragged back by force and circumstances, he is forced to avenge for the fact he can't let go and to not be able to forgive and forget.

Forward to this very 4th installment, thinking it would surpass the 1st, or yet the 2nd, well at least the 3rd. But it fail miserably.

Miserably.

The fights are a mess versus the 3rd installment.

Meaningless action choreographed in its worst ever style of fights.

What gives it away ? The strength, trust, friendship and long lost signature of John Wick aren't present in this 4th installment.

It's just rubbish running about blindly, senseless gunning its way to the end.

The raging in John Wick 1st, even the 3rd is simply extraordinary, just not in this 4th chapter.

When a man goes through Hell, he drags the Hell long with him but in context of facing his foes, not to ruin the lives of those he pass through seeking guidance, or even solace.

To me, they (the filmmakers) simply made him classic evil, senseless, not capable to understand those who surrounds and support him.

He is no longer the man who's sent to kill the Boogeyman.

...and they used ""The Pianist"" Chopin Nocturne C sharp minor to represent Donnie's character ?! It's just embarrassing.

This film is nothing more than ""Pure disappointment""",3
TheDestroia,"9/10 Storytelling 8/10 Action 8/10 Overall

Excellent storytelling throughout by outstanding actors. Every scene is deliberately drawn out with thoughtful dialogue to reveal the nature of each character and their intentions with John Wick.

The action scenes are a combination of all of the previous installments with enemies new and old alike. A little variance in the killing is also present with a mixture of guns, melee weapons and environments.

Between all of the killing are the small moments that characters share with each other in dialogue, expressions and even just the musical track in the background. This really builds the character personalities for the small amount of screen time that some of them get making them truly memorable.

Not really necessary to see on the big screen unless you're really into killing sprees.",8
